Age,2,3,Education,5,Marital-Status,Occupation,8,Race,10,11,12,13,14,15
20-30, Private,181776,University Education,10,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,162397,University Education,13,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, >50K
10-20, Private,70708,High School,9,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,60, United-States, <=50K
40=50, State-gov,103406,High School,9,Married, Tech-support, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,224658,University Education,13,Married, Sales, Husband,Major Races, Male,0,0,45, United-States, >50K
20-30, Local-gov,213451,University Education,10,Single, Other-service, Own-child,Major Races, Female,0,0,10, Jamaica, <=50K
50-64, Private,139671,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,36201,University Education,13,Single, Sales, Not-in-family,Major Races, Male,0,0,50, United-States, <=50K
30-40, Private,237713,Trade School,15,Married, Sales, Husband,Major Races, Male,0,2415,99, United-States, >50K
10-20, Local-gov,173497,High School,7,Single, Prof-specialty, Own-child,Major Races, Male,0,0,15, United-States, <=50K
40=50, Private,375606,University Education,16,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,203488,University Education,13,Married, Sales, Husband,Major Races, Male,15024,0,40, United-States, >50K
40=50, Self-emp-not-inc,107231,University Education,13,Unmarried, Prof-specialty, Not-in-family,Major Races, Male,0,0,45, France, <=50K
20-30, Private,216811,High School,9,Single, Adm-clerical, Own-child,Major Races, Female,0,0,16, United-States, <=50K
40=50, Private,288679,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,105516,University Education,13,Single, Sales, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Self-emp-not-inc,282972,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,4, United-States, <=50K
10-20, Self-emp-inc,117372,High School,7,Single, Sales, Own-child,Major Races, Male,0,0,15, United-States, <=50K
30-40, Private,112497,High School,9,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,40, United-States, >50K
65-max, ?,186032,Trade School,11,Unmarried, ?, Not-in-family,Major Races, Female,2964,0,30, United-States, <=50K
20-30, Private,192384,University Education,13,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, >50K
40=50, Private,43348,University Education,14,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,181822,University Education,13,Single, Sales, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
40=50, Local-gov,216070,University Education,14,Married, Exec-managerial, Wife,Major Races, Female,0,0,50, United-States, >50K
30-40, State-gov,112062,University Education,14,Single, Prof-specialty, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,218551,Trade School,11,Married, Sales, Husband,Major Races, Male,0,0,45, United-States, >50K
20-30, Private,404616,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,169460,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,240081,High School,9,Single, Sales, Own-child,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,147655,University Education,10,Single, Adm-clerical, Own-child,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,90277,High School,9,Single, Adm-clerical, Own-child,Major Races, Male,0,0,40, ?, <=50K
40=50, Private,60751,High School,9,Married, Protective-serv, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Self-emp-not-inc,194636,High School,9,Married, Craft-repair, Husband,Major Races, Male,3137,0,50, United-States, <=50K
30-40, Self-emp-not-inc,154641,University Education,12,Married, Farming-fishing, Husband,Major Races, Male,2105,0,50, United-States, <=50K
30-40, Private,491000,University Education,13,Single, Exec-managerial, Other-relative,Major Races, Male,0,0,45, United-States, <=50K
30-40, Private,399088,High School,9,Unmarried, Transport-moving, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
40=50, Self-emp-not-inc,186909,University Education,14,Married, Sales, Wife,Major Races, Female,0,1902,35, United-States, >50K
65-max, Private,105491,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,99999,0,40, United-States, >50K
30-40, Private,34987,University Education,13,Single, Sales, Not-in-family,Major Races, Male,0,0,53, United-States, <=50K
20-30, ?,167835,University Education,13,Married, ?, Wife,Major Races, Female,0,0,20, United-States, <=50K
30-40, Private,288983,University Education,10,Single, Protective-serv, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,266070,University Education,10,Single, Exec-managerial, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
65-max, Private,110380,High School,9,Married, Sales, Husband,Major Races, Male,0,2467,52, United-States, <=50K
20-30, Local-gov,31873,University Education,13,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,294400,Elementary,4,Married, Craft-repair, Husband,Major Races, Male,0,0,60, United-States, <=50K
30-40, Self-emp-not-inc,175769,Trade School,15,Married, Craft-repair, Husband,Major Races, Male,0,0,60, United-States, <=50K
50-64, Private,182273,High School,9,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,106541,University Education,10,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,138192,University Education,13,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,196791,Trade School,15,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,45, United-States, >50K
20-30, Private,223019,High School,9,Single, Adm-clerical, Own-child,Major Races, Female,0,0,20, United-States, <=50K
40=50, Private,109273,University Education,10,Single, Craft-repair, Not-in-family,Major Races, Male,0,0,38, United-States, <=50K
50-64, Self-emp-not-inc,95490,High School,9,Married, Sales, Husband,Major Races, Male,0,0,45, United-States, <=50K
65-max, Private,149131,High School,7,Unmarried, Machine-op-inspct, Other-relative,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,219155,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,50, England, >50K
50-64, Local-gov,82783,High School,9,Unmarried, Exec-managerial, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,214858,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,170230,University Education,13,Unmarried, Exec-managerial, Unmarried,Major Races, Female,0,0,45, United-States, <=50K
30-40, Self-emp-inc,209344,High School,9,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,15, ?, <=50K
30-40, Private,90406,High School,7,Married, Sales, Wife,Major Races, Female,0,0,40, United-States, <=50K
40=50, Self-emp-inc,299813,High School,5,Married, Sales, Wife,Major Races, Female,0,0,70, Dominican-Republic, <=50K
20-30, Private,188064,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,35, Canada, <=50K
50-64, Private,246117,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, Mexico, <=50K
20-30, Private,132749,University Education,10,Single, Other-service, Own-child,Major Races, Female,0,0,45, United-States, <=50K
20-30, Local-gov,201099,High School,9,Single, Transport-moving, Own-child,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,97490,University Education,10,Unmarried, Craft-repair, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,221252,High School,9,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,8, United-States, <=50K
20-30, Private,116991,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
50-64, Private,161691,High School,9,Unmarried, Sales, Not-in-family,Major Races, Female,0,0,35, United-States, <=50K
30-40, Private,107793,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, Germany, >50K
40=50, Self-emp-inc,194514,University Education,14,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,50, Trinadad&Tobago, <=50K
20-30, Private,278502,High School,9,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,62, United-States, <=50K
40=50, Private,343742,High School,9,Unmarried, Craft-repair, Unmarried,Major Races, Male,0,0,40, United-States, <=50K
20-30, ?,204074,High School,9,Single, ?, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
50-64, Federal-gov,31965,University Education,10,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,143604,University Education,10,Single, Other-service, Own-child,Major Races, Female,0,0,29, ?, <=50K
30-40, Private,174308,University Education,10,Single, Transport-moving, Own-child,Major Races, Male,0,0,40, United-States, <=50K
30-40, Self-emp-not-inc,162551,High School,8,Married, Sales, Wife,Major Races, Female,0,0,50, ?, <=50K
30-40, Self-emp-inc,372525,University Education,14,Married, Exec-managerial, Husband,Major Races, Male,0,0,60, United-States, >50K
20-30, Private,75167,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,55, United-States, <=50K
30-40, Private,176296,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,1887,40, United-States, >50K
10-20, Private,93518,University Education,10,Single, Sales, Own-child,Major Races, Female,0,0,20, United-States, <=50K
20-30, ?,126797,High School,9,Unmarried, ?, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
50-64, Self-emp-not-inc,25124,High School,9,Married, Other-service, Husband,Major Races, Male,0,0,60, United-States, <=50K
20-30, Private,112137,University Education,10,Single, Prof-specialty, Other-relative,Major Races, Female,0,0,20, South, <=50K
20-30, ?,58798,Elementary,4,Unmarried, ?, Not-in-family,Major Races, Female,0,0,44, United-States, <=50K
20-30, Self-emp-not-inc,21472,University Education,10,Single, Other-service, Not-in-family,Major Races, Female,0,0,22, United-States, <=50K
30-40, Private,90969,Trade School,11,Married, Transport-moving, Husband,Major Races, Male,0,0,45, United-States, >50K
20-30, Private,149734,High School,9,Unmarried, Craft-repair, Unmarried,Major Races, Female,0,1594,40, United-States, <=50K
40=50, Private,52849,University Education,10,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Self-emp-not-inc,106347,University Education,10,Unmarried, Sales, Unmarried,Major Races, Male,0,0,47, United-States, <=50K
40=50, Private,199735,University Education,13,Unmarried, Priv-house-serv, Not-in-family,Major Races, Female,0,0,44, Germany, <=50K
20-30, Private,488541,University Education,10,Single, Other-service, Unmarried,Major Races, Female,0,0,35, United-States, <=50K
40=50, Private,403911,Trade School,11,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
50-64, Private,172991,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,25, United-States, <=50K
30-40, Federal-gov,210945,University Education,10,Married, Adm-clerical, Husband,Major Races, Male,0,0,70, United-States, <=50K
30-40, Private,157446,High School,9,Unmarried, Craft-repair, Unmarried,Major Races, Male,0,0,45, United-States, <=50K
20-30, Private,109390,High School,9,Single, Transport-moving, Own-child,Major Races, Male,0,0,70, United-States, <=50K
30-40, Private,134886,University Education,10,Single, Adm-clerical, Own-child,Major Races, Female,99999,0,30, United-States, >50K
40=50, Private,144579,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Federal-gov,203488,University Education,12,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,202871,High School,9,Single, Machine-op-inspct, Own-child,Major Races, Male,0,0,20, United-States, <=50K
30-40, Private,175412,High School,5,Unmarried, Craft-repair, Unmarried,Major Races, Male,114,0,55, United-States, <=50K
40=50, Private,336906,University Education,10,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,177596,Trade School,11,Married, Exec-managerial, Wife,Major Races, Female,0,0,40, Puerto-Rico, >50K
20-30, Private,79448,University Education,10,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,10, United-States, <=50K
30-40, Local-gov,191731,University Education,10,Single, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
40=50, ?,233014,High School,9,Unmarried, ?, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,133937,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, >50K
10-20, Private,219211,University Education,10,Single, Other-service, Own-child,Major Races, Male,0,0,20, United-States, <=50K
30-40, State-gov,94529,High School,9,Unmarried, Protective-serv, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,247547,High School,9,Unmarried, Prof-specialty, Other-relative,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,29361,High School,9,Single, Other-service, Not-in-family,Major Races, Female,0,0,38, United-States, <=50K
20-30, Private,166851,High School,9,Single, Machine-op-inspct, Other-relative,Major Races, Male,0,0,40, United-States, <=50K
40=50, Federal-gov,197069,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, Philippines, >50K
30-40, Private,153588,High School,9,Married, Machine-op-inspct, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Federal-gov,151369,Trade School,15,Married, Prof-specialty, Husband,Major Races, Male,0,0,50, United-States, >50K
40=50, Private,174112,University Education,14,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
30-40, Private,520033,High School,8,Married, Adm-clerical, Wife,Major Races, Female,0,0,40, United-States, <=50K
30-40, State-gov,194828,University Education,10,Single, Prof-specialty, Own-child,Major Races, Female,0,0,40, United-States, <=50K
30-40, ?,216908,High School,9,Married, ?, Husband,Major Races, Male,0,0,24, United-States, <=50K
20-30, Private,126613,University Education,10,Single, Sales, Own-child,Major Races, Female,0,0,20, United-States, <=50K
50-64, Private,26254,High School,9,Unmarried, Exec-managerial, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,54042,Trade School,11,Single, Other-service, Not-in-family,Major Races, Female,2463,0,35, United-States, <=50K
20-30, Private,67804,High School,9,Single, Other-service, Own-child,Major Races, Male,0,0,40, United-States, <=50K
50-64, Local-gov,53481,University Education,14,Single, Prof-specialty, Not-in-family,Major Races, Male,0,0,35, United-States, <=50K
40=50, Private,412379,High School,9,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,220187,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,45, United-States, >50K
20-30, ?,256141,University Education,10,Single, ?, Own-child,Major Races, Female,0,0,40, United-States, <=50K
20-30, Private,268222,High School,9,Unmarried, Handlers-cleaners, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,99131,High School,9,Married, Adm-clerical, Wife,Major Races, Female,0,0,40, United-States, <=50K
65-max, Self-emp-not-inc,115498,University Education,13,Married, Sales, Husband,Major Races, Male,3818,0,10, United-States, <=50K
50-64, Private,317847,University Education,14,Unmarried, Exec-managerial, Not-in-family,Major Races, Male,0,2824,50, United-States, >50K
30-40, Private,98389,University Education,12,Married, Exec-managerial, Husband,Major Races, Male,0,0,44, United-States, >50K
40=50, Private,173704,University Education,10,Married, Sales, Husband,Major Races, Male,0,1887,50, United-States, >50K
10-20, ?,211177,High School,8,Single, ?, Other-relative,Major Races, Male,0,0,20, United-States, <=50K
10-20, Private,115443,High School,7,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,65078,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
10-20, Private,24896,High School,9,Married, Adm-clerical, Wife,Major Races, Female,0,0,20, United-States, <=50K
10-20, Private,184710,University Education,10,Single, Tech-support, Own-child,Major Races, Male,0,0,30, United-States, <=50K
20-30, Private,410450,University Education,13,Unmarried, Other-service, Unmarried,Major Races, Female,0,0,48, England, >50K
30-40, Private,83893,Trade School,11,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,113309,University Education,10,Single, Transport-moving, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,160625,University Education,10,Unmarried, Craft-repair, Not-in-family,Major Races, Male,0,0,47, United-States, <=50K
10-20, Local-gov,340043,High School,8,Single, Adm-clerical, Own-child,Major Races, Female,0,0,12, United-States, <=50K
30-40, Local-gov,48976,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Female,4865,0,45, United-States, <=50K
20-30, State-gov,243875,Trade School,11,Unmarried, Adm-clerical, Own-child,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,554206,High School,9,Unmarried, Transport-moving, Not-in-family,Major Races, Male,0,0,20, United-States, <=50K
30-40, Private,361888,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,40, ?, >50K
30-40, Self-emp-not-inc,205359,University Education,10,Married, Exec-managerial, Wife,Major Races, Female,0,0,15, United-States, <=50K
40=50, State-gov,167281,University Education,13,Married, Other-service, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,35663,High School,9,Single, Other-service, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,357437,High School,9,Married, Other-service, Husband,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,390856,Elementary,3,Married, Farming-fishing, Husband,Major Races, Male,0,0,45, Mexico, <=50K
30-40, Federal-gov,331615,University Education,16,Married, Prof-specialty, Husband,Major Races, Male,0,1848,40, United-States, >50K
50-64, Private,202415,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,180032,University Education,14,Single, Prof-specialty, Not-in-family,Major Races, Female,0,1669,40, United-States, <=50K
30-40, Private,77247,High School,8,Married, Craft-repair, Husband,Major Races, Male,0,0,50, United-States, >50K
30-40, Local-gov,101795,High School,9,Single, Protective-serv, Not-in-family,Major Races, Male,0,0,42, United-States, <=50K
30-40, Private,272019,High School,7,Married, Craft-repair, Husband,Major Races, Male,0,2057,40, United-States, <=50K
30-40, Private,198068,High School,7,Single, Transport-moving, Own-child,Major Races, Male,0,0,40, United-States, <=50K
40=50, Self-emp-not-inc,199326,University Education,10,Married, Sales, Husband,Major Races, Male,0,0,50, United-States, <=50K
30-40, Private,178841,High School,9,Single, Adm-clerical, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
50-64, Private,136951,University Education,13,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, Philippines, <=50K
20-30, Self-emp-inc,109240,University Education,13,Single, Exec-managerial, Not-in-family,Major Races, Male,0,0,50, United-States, <=50K
30-40, Self-emp-not-inc,128876,Elementary,4,Married, Farming-fishing, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,103358,University Education,10,Single, Machine-op-inspct, Own-child,Major Races, Male,0,0,40, India, <=50K
40=50, Private,354408,High School,8,Married, Adm-clerical, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,206051,University Education,10,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,35, United-States, <=50K
40=50, Private,155659,University Education,13,Married, Prof-specialty, Husband,Major Races, Male,0,0,60, United-States, >50K
40=50, Private,143299,High School,9,Single, Machine-op-inspct, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,252210,Elementary,3,Single, Other-service, Own-child,Major Races, Male,0,0,40, Mexico, <=50K
10-20, ?,129240,University Education,10,Single, ?, Own-child,Major Races, Female,0,0,25, United-States, <=50K
20-30, Private,398918,High School,9,Single, Tech-support, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
40=50, Self-emp-not-inc,240612,University Education,13,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,60, United-States, <=50K
20-30, Private,429346,High School,9,Single, Adm-clerical, Other-relative,Major Races, Male,0,0,40, United-States, <=50K
10-20, Private,123718,University Education,10,Single, Sales, Own-child,Major Races, Female,0,0,20, United-States, <=50K
30-40, Private,455379,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,63, United-States, >50K
20-30, Private,376416,High School,9,Single, Transport-moving, Own-child,Major Races, Male,0,0,40, United-States, <=50K
20-30, Self-emp-inc,234663,University Education,13,Single, Exec-managerial, Own-child,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,282142,Trade School,11,Married, Exec-managerial, Wife,Major Races, Female,0,0,40, United-States, <=50K
40=50, State-gov,208049,High School,9,Unmarried, Tech-support, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
65-max, Private,68539,University Education,10,Unmarried, Adm-clerical, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
10-20, Private,126501,High School,7,Single, Adm-clerical, Own-child,Major Races, Female,0,0,15, South, <=50K
20-30, Private,186452,High School,9,Single, Exec-managerial, Not-in-family,Major Races, Male,0,0,50, United-States, <=50K
65-max, ?,127184,Elementary,3,Married, ?, Husband,Major Races, Male,0,0,20, United-States, <=50K
40=50, Private,165267,High School,6,Married, Farming-fishing, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,124733,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,40, Vietnam, <=50K
30-40, Self-emp-inc,149726,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,50, United-States, <=50K
50-64, Private,41374,High School,9,Unmarried, Adm-clerical, Unmarried,Major Races, Male,0,0,40, United-States, <=50K
30-40, Local-gov,329759,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,212433,High School,9,Single, Craft-repair, Own-child,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,185099,Trade School,15,Married, Prof-specialty, Husband,Major Races, Male,0,0,55, United-States, >50K
40=50, Local-gov,126754,University Education,14,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, >50K
50-64, Private,122497,High School,5,Unmarried, Other-service, Unmarried,Major Races, Male,0,0,52, ?, <=50K
20-30, Private,118056,University Education,10,Unmarried, Exec-managerial, Unmarried,Major Races, Female,0,0,45, United-States, <=50K
20-30, Local-gov,200892,University Education,14,Married, Prof-specialty, Husband,Major Races, Male,0,0,40, United-States, <=50K
10-20, ?,200790,High School,8,Married, ?, Other-relative,Major Races, Female,15024,0,40, United-States, >50K
20-30, Self-emp-inc,84119,University Education,13,Single, Exec-managerial, Own-child,Major Races, Male,0,0,43, United-States, <=50K
20-30, Local-gov,197918,University Education,10,Single, Protective-serv, Own-child,Major Races, Male,0,0,40, United-States, >50K
40=50, Self-emp-not-inc,150533,Trade School,15,Married, Prof-specialty, Husband,Major Races, Male,0,0,50, United-States, >50K
50-64, Private,443742,University Education,10,Unmarried, Exec-managerial, Not-in-family,Major Races, Male,0,0,60, United-States, <=50K
20-30, Private,104423,University Education,12,Single, Adm-clerical, Not-in-family,Major Races, Male,0,0,40, United-States, <=50K
50-64, Private,169133,High School,9,Married, Craft-repair, Husband,Major Races, Male,0,0,45, United-States, <=50K
20-30, Private,185551,High School,9,Single, Sales, Own-child,Major Races, Female,0,0,36, United-States, <=50K
50-64, Private,174486,High School,9,Unmarried, Machine-op-inspct, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
65-max, State-gov,50468,Trade School,15,Married, Adm-clerical, Husband,Major Races, Male,0,0,34, United-States, >50K
20-30, Private,196943,High School,9,Single, Sales, Own-child,Major Races, Male,0,0,40, United-States, <=50K
10-20, Private,120691,High School,9,Single, Sales, Own-child,Major Races, Male,0,0,25, United-States, <=50K
50-64, State-gov,198815,University Education,12,Married, Prof-specialty, Husband,Major Races, Male,0,0,20, Mexico, <=50K
50-64, Private,22186,University Education,10,Unmarried, Tech-support, Not-in-family,Major Races, Female,0,0,35, United-States, <=50K
30-40, Self-emp-inc,188069,Trade School,11,Married, Exec-managerial, Husband,Major Races, Male,0,0,60, United-States, >50K
50-64, Private,233149,University Education,12,Married, Exec-managerial, Husband,Major Races, Male,0,0,45, United-States, >50K
50-64, Private,138358,High School,6,Unmarried, Craft-repair, Not-in-family,Major Races, Female,0,0,35, United-States, <=50K
20-30, Private,338013,University Education,10,Unmarried, Tech-support, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
10-20, ?,332666,High School,6,Single, ?, Own-child,Major Races, Female,0,0,4, United-States, <=50K
30-40, Private,166339,University Education,10,Unmarried, Tech-support, Unmarried,Major Races, Female,0,0,40, United-States, <=50K
65-max, Self-emp-not-inc,392886,High School,9,Unmarried, Farming-fishing, Not-in-family,Major Races, Female,0,0,14, United-States, <=50K
20-30, State-gov,141838,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
20-30, Private,520759,High School,9,Single, Other-service, Not-in-family,Major Races, Male,0,0,30, United-States, <=50K
50-64, Self-emp-inc,37345,Trade School,15,Married, Prof-specialty, Husband,Major Races, Male,0,0,36, United-States, >50K
10-20, Private,387779,High School,7,Single, Transport-moving, Own-child,Major Races, Male,0,0,15, United-States, <=50K
30-40, Private,201531,High School,9,Married, Farming-fishing, Husband,Major Races, Male,0,0,40, United-States, <=50K
40=50, Private,123598,University Education,13,Married, Sales, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Private,380614,University Education,10,Unmarried, Prof-specialty, Not-in-family,Major Races, Female,0,0,45, United-States, >50K
30-40, Private,83859,High School,9,Unmarried, Machine-op-inspct, Own-child,Major Races, Female,0,0,30, United-States, <=50K
40=50, State-gov,24790,High School,9,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,266820,Elementary,1,Single, Farming-fishing, Not-in-family,Major Races, Male,0,0,35, Mexico, <=50K
40=50, Private,85440,High School,9,Married, Adm-clerical, Husband,Major Races, Male,0,0,45, United-States, <=50K
40=50, Private,421837,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Self-emp-not-inc,404062,High School,9,Married, Prof-specialty, Husband,Major Races, Male,0,1977,15, United-States, >50K
30-40, Private,224566,Trade School,11,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,50, United-States, <=50K
50-64, Private,294991,High School,6,Married, Handlers-cleaners, Husband,Major Races, Male,0,0,40, United-States, <=50K
30-40, Federal-gov,189610,High School,9,Unmarried, Adm-clerical, Not-in-family,Major Races, Female,0,0,52, United-States, <=50K
30-40, Private,219141,High School,7,Married, Handlers-cleaners, Husband,Major Races, Male,7688,0,40, United-States, >50K
40=50, Federal-gov,20956,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,15024,0,40, United-States, >50K
30-40, Private,70995,High School,9,Unmarried, Prof-specialty, Not-in-family,Major Races, Male,0,0,45, United-States, <=50K
10-20, Private,215232,University Education,10,Single, Exec-managerial, Own-child,Major Races, Female,0,0,10, United-States, <=50K
65-max, ?,178295,University Education,12,Married, ?, Husband,Major Races, Male,0,0,3, United-States, <=50K
30-40, Private,56201,University Education,10,Married, Farming-fishing, Husband,Major Races, Male,0,0,40, Mexico, <=50K
50-64, Private,98076,University Education,13,Married, Exec-managerial, Husband,Major Races, Male,0,0,40, United-States, >50K
30-40, Private,351810,University Education,13,Single, Prof-specialty, Not-in-family,Major Races, Female,0,0,45, Cuba, <=50K
50-64, Self-emp-not-inc,144351,High School,9,Married, Transport-moving, Husband,Major Races, Male,0,0,90, United-States, <=50K
20-30, State-gov,137613,University Education,14,Married, Prof-specialty, Husband,Major Races, Male,0,0,20, Taiwan, <=50K
10-20, Private,54257,High School,7,Single, Adm-clerical, Own-child,Major Races, Female,0,0,20, United-States, <=50K
10-20, Self-emp-not-inc,230373,High School,7,Single, Other-service, Own-child,Major Races, Female,594,0,4, United-States, <=50K
30-40, Private,98389,High School,7,Married, Farming-fishing, Husband,Major Races, Male,0,0,40, United-States, <=50K
20-30, Private,184135,High School,9,Single, Machine-op-inspct, Own-child,Major Races, Male,0,0,1, United-States, <=50K
40=50, Self-emp-not-inc,140121,High School,9,Unmarried, Craft-repair, Own-child,Major Races, Male,0,0,50, United-States, <=50K
30-40, Self-emp-not-inc,24504,University Education,10,Married, Craft-repair, Husband,Major Races, Male,0,0,60, United-States, <=50K
20-30, Private,129528,University Education,10,Single, Sales, Not-in-family,Major Races, Female,0,0,40, United-States, <=50K
